Id,IsDeleted,CampaignId,LeadId,ContactId,Status,HasResponded,IsPrimary,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,FirstRespondedDate
00v1R00001RSN1vQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLoOQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN5yQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqRQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN20QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLoPQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN5zQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqSQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN21QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLoQQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN60QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqTQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN2FQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLoRQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN61QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqUQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN2GQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLoSQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLfnQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:20,2018-11-05
00v1R00001RSLqVQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN2HQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLoTQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN62QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqWQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN2IQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLoUQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN63QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqXQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN2JQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLodQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN64QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqYQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLfmQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:20,2018-11-05
00v1R00001RSLoeQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN65QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqZQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN2KQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLojQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLUpQAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:18,2018-11-05
00v1R00001RSLqaQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN2nQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLokQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLelQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:20,2018-11-05
00v1R00001RSLqbQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN3rQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqCQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLWNQA5,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:18,2018-11-05
00v1R00001RSLqcQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLWMQA5,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:18,2018-11-05
00v1R00001RSLqDQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN66QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqdQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN3sQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqEQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN67QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001UeO8IQAV,0,7011R0000008aiZQAQ,,,Responded,1,0,2018-11-12,00536000006DZLrAAO,2018-11-12,00536000006DZLrAAO,11/12/18 15:28,2018-11-12
00v1R00001RSLqeQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLZCQA5,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:19,2018-11-05
00v1R00001RSLqFQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN68QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqfQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN3tQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqGQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN69QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqgQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN3uQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSN6AQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLfYQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:20,2018-11-05
00v1R00001RSN6BQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqhQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN6CQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqiQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN6DQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqjQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN6EQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqkQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN6FQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqlQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN6GQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqmQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN6HQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqnQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN6IQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqoQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN6JQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqpQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLeHQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:20,2018-11-05
00v1R00001RSN7iQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLteQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLZ5QAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:19,2018-11-05
00v1R00001RSLqqQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN7jQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001UeO8XQAV,0,Developer-Edition,,,Responded,1,0,2018-11-12,00536000006DZLrAAO,2018-11-12,00536000006DZLrAAO,11/12/18 15:31,2018-11-12
00v1R00001UeO9LQAV,0,70136000000lucWAAQ,,,Responded,1,0,2018-11-12,00536000006DZLrAAO,2018-11-12,00536000006DZLrAAO,11/12/18 15:35,2018-11-12
00v1R00001RSLtfQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN7NQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqrQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN7kQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLtgQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN7OQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqsQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN7lQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLthQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN7PQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqtQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLtiQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN7QQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLquQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLtjQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN7RQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqvQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLtkQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN7SQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLqwQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLtlQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN7TQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLVnQAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:18,2018-11-05
00v1R00001RSLtmQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLfoQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:20,2018-11-05
00v1R00001RSLskQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLtnQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN7UQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLtQQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLtoQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN7VQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLtRQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLtpQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLXDQA5,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:19,2018-11-05
00v1R00001RSLtSQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLtqQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN7WQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLbaQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:19,2018-11-05
00v1R00001RSLtrQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSN7XQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLtTQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLaMQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:19,2018-11-05
00v1R00001RSN7YQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLtUQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLfZQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:20,2018-11-05
00v1R00001RSN7ZQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSLaLQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:19,2018-11-05
00v1R00001RSLtsQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
